time,C6H6,CO,NO2,O3,PM10,PM25,SO2
2024-06-09 04:00:00,0.2,0.282,5.6,85.8,22.4,19.9,8.2
2024-06-09 05:00:00,0.44,0.275,7.2,71.0,23.7,21.5,8.8
2024-06-09 06:00:00,0.28,0.263,5.6,60.6,22.5,19.7,8.7
2024-06-09 07:00:00,0.15,0.248,3.5,68.2,16.1,13.6,8.8
2024-06-09 08:00:00,0.12,0.246,2.8,83.2,11.6,9.4,8.7
2024-06-09 09:00:00,0.11,0.258,2.4,81.8,12.1,9.9,8.6
2024-06-09 10:00:00,0.1,0.266,2.3,80.0,7.7,6.0,9.0
2024-06-09 11:00:00,0.09,0.294,2.5,79.4,7.0,5.0,8.4
2024-06-09 12:00:00,0.17,0.268,2.2,79.0,8.2,5.4,7.9
2024-06-09 13:00:00,0.07,0.262,2.0,79.0,7.2,5.3,8.0
2024-06-09 14:00:00,0.08,0.281,2.5,79.2,7.8,5.6,8.0
2024-06-09 15:00:00,0.08,0.281,2.5,80.0,9.4,5.5,8.3
2024-06-09 16:00:00,0.08,0.283,2.9,83.4,11.0,5.5,7.9
2024-06-09 17:00:00,0.07,0.295,2.3,85.2,12.9,5.7,8.1
2024-06-09 18:00:00,0.12,0.301,3.1,89.6,11.1,5.8,7.6
2024-06-09 19:00:00,0.08,0.296,3.2,89.6,9.8,6.2,7.8
2024-06-09 20:00:00,0.1,0.314,5.6,87.4,11.4,6.8,7.8
2024-06-09 21:00:00,0.2,0.245,10.7,81.6,15.0,8.2,8.5
2024-06-09 22:00:00,0.44,0.302,18.4,63.4,15.1,10.1,8.0
2024-06-09 23:00:00,0.55,0.308,26.6,42.6,14.9,11.2,7.8
2024-06-10 00:00:00,0.76,0.327,31.9,24.6,20.8,15.9,7.8
2024-06-10 01:00:00,0.89,0.296,28.1,14.0,21.0,16.7,7.8
2024-06-10 02:00:00,0.96,0.295,18.2,11.4,22.3,18.4,7.0
2024-06-10 03:00:00,0.96,0.298,13.8,18.6,23.8,20.1,7.4
2024-06-10 04:00:00,0.96,0.291,15.4,18.8,18.5,15.5,7.5
2024-06-10 05:00:00,0.7,0.327,22.7,15.2,19.4,15.1,8.1
2024-06-10 06:00:00,0.71,0.367,25.1,10.0,17.2,12.2,7.9
2024-06-10 07:00:00,0.8,0.393,28.7,24.8,18.4,10.5,8.4
2024-06-10 08:00:00,0.44,0.281,10.0,35.2,14.7,8.0,8.6
2024-06-10 09:00:00,0.2,0.262,8.8,70.8,13.7,8.8,8.5
2024-06-10 10:00:00,0.29,0.277,10.2,72.8,17.0,9.0,8.5
2024-06-10 11:00:00,0.18,0.266,6.8,72.2,14.3,8.2,8.5
2024-06-10 12:00:00,0.14,0.258,4.7,80.0,12.4,7.4,8.7
2024-06-10 13:00:00,0.16,0.245,6.6,89.8,16.4,8.5,8.8
2024-06-10 14:00:00,0.16,0.276,5.6,89.8,24.2,9.2,8.8
2024-06-10 15:00:00,0.17,0.251,5.7,93.2,34.4,10.1,8.9
2024-06-10 16:00:00,0.16,0.248,4.2,94.0,15.2,9.3,8.7
2024-06-10 17:00:00,0.12,0.257,4.5,96.6,13.3,8.5,9.1
2024-06-10 18:00:00,0.13,0.264,5.4,97.0,12.7,7.9,8.8
2024-06-10 19:00:00,0.12,0.273,4.0,98.8,17.9,9.2,8.8
2024-06-10 20:00:00,0.13,0.264,4.1,89.0,16.9,10.2,8.6
2024-06-10 21:00:00,0.16,0.272,6.3,85.4,18.8,10.9,8.3
2024-06-10 22:00:00,0.2,0.254,6.4,77.4,17.4,11.9,8.3
2024-06-10 23:00:00,0.19,0.244,4.4,72.2,15.5,11.8,8.3
2024-06-11 00:00:00,0.2,0.253,4.2,65.0,15.9,12.5,8.1
2024-06-11 01:00:00,0.24,0.254,4.2,54.6,17.5,14.0,8.3
2024-06-11 02:00:00,0.43,0.272,7.1,44.6,23.9,19.3,8.2
2024-06-11 03:00:00,0.72,0.309,6.4,32.0,29.8,26.7,7.3
2024-06-11 04:00:00,1.04,0.323,11.5,29.4,31.3,27.6,7.7
2024-06-11 05:00:00,0.8,0.301,13.7,25.6,24.0,19.9,8.2
2024-06-11 06:00:00,0.47,0.279,16.4,32.6,22.1,17.6,8.5
2024-06-11 07:00:00,0.32,0.279,12.1,40.0,21.1,13.6,8.4
2024-06-11 08:00:00,0.31,0.263,10.8,51.2,19.9,11.8,9.0
2024-06-11 09:00:00,0.22,0.287,8.7,63.0,25.0,11.8,8.7
2024-06-11 10:00:00,0.25,0.281,12.9,76.0,21.6,15.3,8.6
2024-06-11 11:00:00,0.21,0.263,7.1,62.0,20.7,15.4,9.0
2024-06-11 12:00:00,0.24,0.283,6.2,57.6,19.0,12.1,8.7
2024-06-11 13:00:00,0.17,0.265,6.4,85.8,20.9,11.9,7.9
2024-06-11 14:00:00,0.14,0.258,5.1,87.2,26.3,9.5,7.6
2024-06-11 15:00:00,0.13,0.268,4.7,85.8,44.6,7.8,8.1
2024-06-11 16:00:00,0.11,0.278,3.2,80.2,18.8,5.1,8.0
2024-06-11 17:00:00,0.11,0.29,3.7,82.6,14.4,5.2,7.5
2024-06-11 18:00:00,0.12,0.272,4.4,82.6,13.9,5.6,7.5
2024-06-11 19:00:00,0.14,0.257,3.9,79.2,13.1,5.9,7.4
2024-06-11 20:00:00,0.12,0.239,3.3,74.8,9.0,5.3,7.2
2024-06-11 21:00:00,0.09,0.245,2.4,72.6,7.5,4.9,7.0
2024-06-11 22:00:00,0.08,0.231,2.9,72.6,6.8,5.1,7.1
2024-06-11 23:00:00,0.09,0.246,3.0,69.6,7.7,6.0,6.9
2024-06-12 00:00:00,0.11,0.252,5.1,64.0,9.3,7.3,6.3
2024-06-12 01:00:00,0.14,0.261,4.1,54.8,10.1,7.8,6.9
2024-06-12 02:00:00,0.14,0.258,4.6,50.2,10.0,8.0,6.4
2024-06-12 03:00:00,0.14,0.251,4.2,45.4,10.1,7.8,6.1
2024-06-12 04:00:00,0.12,0.264,4.1,46.4,9.5,7.5,6.3
2024-06-12 05:00:00,0.13,0.273,5.8,47.4,9.4,7.5,6.5
2024-06-12 06:00:00,0.14,0.276,5.7,45.4,9.5,7.3,6.8
2024-06-12 07:00:00,0.22,0.278,7.8,,12.4,7.3,8.0
2024-06-12 08:00:00,0.15,0.274,5.0,66.5,10.3,6.0,6.9
2024-06-12 09:00:00,0.11,0.269,4.0,73.7,13.3,6.1,6.3
2024-06-12 10:00:00,0.12,0.288,4.1,74.3,36.4,7.2,6.5
2024-06-12 11:00:00,0.1,0.288,4.0,76.4,38.3,7.3,6.4
2024-06-12 12:00:00,0.09,0.282,3.7,79.2,9.5,5.4,6.4
2024-06-12 13:00:00,0.1,0.316,3.7,80.3,10.4,6.1,6.6
2024-06-12 14:00:00,0.1,0.24,3.8,83.1,18.2,6.5,6.2
2024-06-12 15:00:00,0.09,0.161,5.4,82.7,22.7,6.6,6.3
2024-06-12 16:00:00,0.12,0.125,4.1,85.2,10.8,5.8,6.6
2024-06-12 17:00:00,0.09,0.103,4.2,86.6,9.3,6.0,6.4
2024-06-12 18:00:00,0.1,0.109,4.6,88.1,10.0,6.3,6.0
2024-06-12 19:00:00,0.11,0.18,3.5,85.1,9.7,6.4,6.4
2024-06-12 20:00:00,0.28,0.214,6.2,79.4,10.8,6.9,6.4
2024-06-12 21:00:00,0.23,0.353,18.1,51.6,18.5,9.0,5.8
2024-06-12 22:00:00,0.43,0.335,22.9,38.4,14.3,10.4,5.8
2024-06-12 23:00:00,0.78,0.331,14.9,46.8,13.6,10.3,6.1
2024-06-13 00:00:00,0.41,0.301,11.2,44.9,12.9,9.8,5.8
2024-06-13 01:00:00,0.28,0.312,9.2,38.1,14.1,10.5,5.2
2024-06-13 02:00:00,0.33,0.324,7.7,29.7,13.4,10.3,4.8
2024-06-13 03:00:00,0.34,0.327,9.4,18.8,13.6,10.8,5.6
2024-06-13 04:00:00,0.43,0.329,12.5,10.8,14.7,11.5,5.6
2024-06-13 05:00:00,0.66,0.428,17.4,12.1,16.1,12.3,5.3
2024-06-13 06:00:00,0.53,0.373,23.1,31.2,18.3,13.3,5.3
2024-06-13 07:00:00,0.46,0.36,17.4,45.8,20.0,11.7,6.0
2024-06-13 08:00:00,0.3,0.204,8.9,69.9,19.2,8.7,5.9
2024-06-13 09:00:00,0.14,0.136,4.7,79.0,11.8,6.8,6.5
2024-06-13 10:00:00,0.11,0.148,4.4,83.3,21.5,7.1,6.1
2024-06-13 11:00:00,0.11,0.203,4.7,86.0,41.6,8.2,6.3
2024-06-13 12:00:00,0.1,0.213,3.5,88.8,14.2,6.8,6.1
2024-06-13 13:00:00,0.1,0.212,3.9,89.5,10.2,6.3,6.0
2024-06-13 14:00:00,0.12,0.195,3.6,90.3,15.8,6.8,5.6
2024-06-13 15:00:00,0.12,0.217,6.6,87.9,23.6,8.0,5.9
2024-06-13 16:00:00,0.17,0.25,6.7,81.8,15.0,7.5,5.8
2024-06-13 17:00:00,0.17,0.308,12.5,70.3,8.9,7.4,4.5
2024-06-13 18:00:00,0.28,0.325,18.3,58.2,12.1,10.6,5.5
2024-06-13 19:00:00,0.3,0.3,13.1,47.9,11.8,10.5,5.8
2024-06-13 20:00:00,0.22,0.287,9.4,48.9,10.7,9.5,5.8
2024-06-13 21:00:00,0.4,0.311,15.7,34.1,12.9,11.4,5.6
2024-06-13 22:00:00,0.39,0.339,20.2,18.5,18.8,17.0,5.8
2024-06-13 23:00:00,0.55,0.338,18.4,6.8,17.9,15.8,5.6
2024-06-14 00:00:00,0.65,0.334,16.0,2.8,16.6,14.2,5.8
2024-06-14 01:00:00,0.55,0.377,15.3,3.1,18.1,15.5,5.0
2024-06-14 02:00:00,0.52,0.379,11.9,2.7,18.0,15.4,5.7
2024-06-14 03:00:00,0.49,0.384,11.5,2.8,18.1,14.7,5.3
2024-06-14 04:00:00,0.43,0.368,10.3,10.5,14.9,12.3,5.0
2024-06-14 05:00:00,0.37,0.368,9.5,12.8,13.4,11.0,5.4
2024-06-14 06:00:00,0.5,0.391,12.4,12.7,12.5,10.2,5.2
2024-06-14 07:00:00,0.64,0.373,13.3,19.5,13.9,11.5,5.8
2024-06-14 08:00:00,0.3,0.306,6.4,59.7,9.6,8.0,5.6
2024-06-14 09:00:00,0.13,0.246,3.1,76.5,8.6,6.8,6.1
2024-06-14 10:00:00,0.11,0.167,2.7,80.0,9.6,6.1,6.2
2024-06-14 11:00:00,0.1,0.224,2.4,82.4,8.4,5.3,5.9
2024-06-14 12:00:00,0.08,0.248,1.9,84.1,8.7,5.1,5.5
2024-06-14 13:00:00,0.11,0.227,2.2,83.8,6.5,4.7,5.1
2024-06-14 14:00:00,0.08,0.245,2.9,83.7,17.6,5.3,5.8
2024-06-14 15:00:00,0.07,0.232,2.7,83.2,15.2,5.0,5.7
2024-06-14 16:00:00,0.09,0.23,3.6,83.5,7.2,4.6,6.0
2024-06-14 17:00:00,0.08,0.231,3.4,84.7,6.8,4.8,5.1
2024-06-14 18:00:00,0.08,0.25,3.4,82.6,8.8,5.2,5.9
2024-06-14 19:00:00,0.11,0.25,5.6,77.7,8.7,5.3,5.5
2024-06-14 20:00:00,0.17,0.261,12.0,64.7,11.5,6.5,5.9
2024-06-14 21:00:00,0.44,0.271,21.2,37.6,29.7,10.9,5.7
2024-06-14 22:00:00,0.52,0.285,20.5,36.7,25.2,11.8,6.5
2024-06-14 23:00:00,0.5,0.268,13.5,44.3,20.7,11.4,5.9
2024-06-15 00:00:00,0.36,0.237,10.7,50.5,15.4,10.7,6.1
2024-06-15 01:00:00,0.25,0.242,9.0,62.3,16.3,11.0,6.0
2024-06-15 02:00:00,0.2,0.229,8.2,52.9,11.7,7.7,5.8
2024-06-15 03:00:00,0.16,0.238,8.5,52.7,11.0,8.6,5.8
2024-06-15 04:00:00,0.17,0.218,10.1,51.1,10.9,8.5,6.0
2024-06-15 05:00:00,0.2,0.217,12.0,55.3,12.7,9.6,6.0
2024-06-15 06:00:00,0.17,0.2,8.8,59.3,14.7,9.8,6.3
2024-06-15 07:00:00,0.17,0.228,8.4,66.9,16.2,9.9,6.3
2024-06-15 08:00:00,0.17,0.245,6.7,83.5,13.1,8.9,6.9
2024-06-15 09:00:00,0.19,0.25,7.2,97.3,15.8,9.6,7.3
2024-06-15 10:00:00,0.24,0.259,6.3,103.6,19.3,11.0,7.6
2024-06-15 11:00:00,0.25,0.248,6.5,106.4,17.8,11.7,7.0
2024-06-15 12:00:00,0.25,0.28,5.8,108.7,16.3,10.4,7.0
2024-06-15 13:00:00,0.21,0.288,5.0,109.5,15.8,8.6,7.2
2024-06-15 14:00:00,0.18,0.266,5.9,111.2,14.9,8.1,7.4
2024-06-15 15:00:00,0.17,0.278,5.5,115.8,14.8,8.5,7.1
2024-06-15 16:00:00,0.18,0.273,6.1,116.0,14.5,8.6,7.5
2024-06-15 17:00:00,0.16,0.287,6.2,113.6,13.7,8.1,7.6
2024-06-15 18:00:00,0.16,0.291,6.8,110.0,14.1,7.8,6.5
2024-06-15 19:00:00,0.17,0.295,9.0,108.1,15.0,8.7,7.3
2024-06-15 20:00:00,0.22,0.277,11.7,99.7,18.9,11.2,7.1
2024-06-15 21:00:00,0.28,0.253,10.3,94.9,22.1,14.1,5.7
2024-06-15 22:00:00,0.27,0.229,7.2,95.3,20.7,13.6,6.5
2024-06-15 23:00:00,0.25,0.192,6.0,95.1,20.1,13.2,6.9
2024-06-16 00:00:00,0.23,0.154,4.9,92.6,17.2,12.0,6.8
2024-06-16 01:00:00,0.19,0.18,4.3,90.4,16.2,11.7,6.6
2024-06-16 02:00:00,0.18,0.158,5.5,85.4,15.6,11.7,6.6
2024-06-16 03:00:00,0.19,0.137,4.5,82.2,15.6,12.3,6.7
2024-06-16 04:00:00,0.19,0.157,5.7,81.4,17.6,14.3,6.4
2024-06-16 05:00:00,0.2,0.27,5.1,73.5,16.5,13.2,6.7
2024-06-16 06:00:00,0.23,0.319,7.6,62.1,17.1,14.8,6.9
2024-06-16 07:00:00,0.27,0.324,9.7,59.7,20.9,18.4,7.0
2024-06-16 08:00:00,0.24,0.336,6.7,69.4,16.9,13.8,7.9
2024-06-16 09:00:00,0.22,0.367,5.1,79.6,14.3,11.4,8.1
2024-06-16 10:00:00,0.21,0.299,5.0,87.3,12.6,9.1,7.8
2024-06-16 11:00:00,0.22,0.177,4.6,96.0,11.8,7.7,7.2
2024-06-16 12:00:00,0.2,0.341,6.2,87.2,14.2,10.1,7.0
2024-06-16 13:00:00,0.25,0.343,6.2,81.9,20.0,15.9,7.3
2024-06-16 14:00:00,0.28,0.336,5.3,72.8,22.9,18.5,7.4
2024-06-16 15:00:00,0.22,0.303,4.2,67.2,21.7,18.9,6.9
2024-06-16 16:00:00,0.22,0.317,4.5,71.9,21.7,19.8,7.1
2024-06-16 17:00:00,0.21,0.309,3.9,72.8,20.2,18.5,7.1
2024-06-16 18:00:00,0.23,0.321,4.8,76.1,18.5,16.7,7.0
2024-06-16 19:00:00,0.25,0.32,5.6,70.2,19.8,18.0,7.2
2024-06-16 20:00:00,0.27,0.31,5.2,67.8,18.7,17.1,6.9
2024-06-16 21:00:00,0.3,0.323,7.7,61.2,21.4,18.8,7.3
2024-06-16 22:00:00,0.26,0.312,4.6,59.2,20.2,19.1,7.2
2024-06-16 23:00:00,0.25,0.276,3.9,52.9,20.7,19.7,6.7
2024-06-17 00:00:00,0.25,0.283,3.6,47.3,20.9,19.8,6.7
2024-06-17 01:00:00,0.23,0.28,3.3,41.3,21.0,20.0,6.9
2024-06-17 02:00:00,0.21,0.28,3.2,40.1,19.3,18.4,6.9
2024-06-17 03:00:00,0.19,0.282,3.9,43.5,19.3,18.5,6.5
2024-06-17 04:00:00,0.17,0.288,2.5,61.0,17.1,15.9,6.6
2024-06-17 05:00:00,0.14,0.287,3.2,64.8,14.6,13.7,6.9
2024-06-17 06:00:00,0.17,0.291,6.6,68.5,13.3,12.2,6.7
2024-06-17 07:00:00,0.2,0.314,5.9,73.3,12.0,10.7,6.4
2024-06-17 08:00:00,0.23,0.312,4.6,74.9,11.2,9.6,6.6
2024-06-17 09:00:00,0.13,0.302,2.9,80.8,10.3,8.7,5.9
2024-06-17 10:00:00,0.13,0.285,3.3,82.3,15.1,8.1,6.5
2024-06-17 11:00:00,0.12,0.314,3.1,81.6,14.0,8.4,6.4
2024-06-17 12:00:00,0.14,0.32,3.5,83.9,11.3,7.8,6.4
2024-06-17 13:00:00,0.1,0.275,3.9,87.3,10.2,6.6,6.3
2024-06-17 14:00:00,0.1,0.143,4.2,88.9,23.0,7.3,7.3
2024-06-17 15:00:00,0.14,0.177,4.6,89.4,34.1,8.3,7.1
2024-06-17 16:00:00,0.16,0.25,5.8,91.0,10.6,5.8,6.6
2024-06-17 17:00:00,0.12,0.291,7.2,89.3,12.6,5.9,6.9
2024-06-17 18:00:00,0.13,0.217,6.4,84.2,13.1,6.9,6.8
2024-06-17 19:00:00,0.18,0.34,10.0,73.0,17.6,9.0,6.2
2024-06-17 20:00:00,0.3,0.292,8.8,50.3,15.0,11.6,6.4
2024-06-17 21:00:00,0.29,0.323,14.9,31.2,16.9,14.0,6.4
2024-06-17 22:00:00,0.41,0.318,16.8,26.9,19.3,16.5,6.6
2024-06-17 23:00:00,0.42,0.311,13.1,23.2,31.5,28.8,7.0
2024-06-18 00:00:00,0.36,0.276,7.9,29.0,20.2,17.2,6.8
2024-06-18 01:00:00,0.38,0.301,7.8,10.4,25.3,22.0,6.5
2024-06-18 02:00:00,0.48,0.311,8.8,4.8,23.0,19.9,6.7
2024-06-18 03:00:00,0.89,0.308,9.1,9.3,21.3,19.2,6.6
2024-06-18 04:00:00,0.52,0.298,9.6,15.6,20.8,18.6,6.6
2024-06-18 05:00:00,0.32,0.293,9.0,26.4,19.9,17.5,6.8
2024-06-18 06:00:00,0.31,0.329,16.4,25.8,22.0,18.6,6.7
2024-06-18 07:00:00,0.41,0.316,11.3,46.6,20.5,16.0,6.5
2024-06-18 08:00:00,0.44,0.318,11.0,59.1,17.5,10.7,6.9
2024-06-18 09:00:00,0.51,0.321,8.6,68.2,17.7,8.0,6.4
2024-06-18 10:00:00,0.17,0.317,4.8,73.7,19.1,6.3,5.8
2024-06-18 11:00:00,0.12,0.303,3.9,79.0,10.7,5.1,5.9
2024-06-18 12:00:00,0.1,0.166,3.8,81.7,8.4,5.0,5.6
2024-06-18 13:00:00,0.12,0.116,4.2,83.7,8.5,5.5,5.6
2024-06-18 14:00:00,0.11,0.108,3.8,86.3,12.3,6.0,5.7
2024-06-18 15:00:00,0.1,0.214,4.1,90.0,19.1,6.1,6.0
2024-06-18 16:00:00,0.17,0.248,4.7,92.7,8.8,4.9,6.0
2024-06-18 17:00:00,0.12,0.245,4.6,91.8,7.9,4.6,6.2
2024-06-18 18:00:00,0.1,0.261,3.5,89.3,7.6,4.4,6.0
2024-06-18 19:00:00,0.11,0.33,4.7,82.5,14.5,7.2,6.2
2024-06-18 20:00:00,0.16,0.359,11.0,69.7,14.9,8.2,6.4
2024-06-18 21:00:00,0.42,0.369,15.2,56.7,19.5,11.5,6.9
2024-06-18 22:00:00,0.34,0.362,19.8,48.2,18.8,13.8,7.4
2024-06-18 23:00:00,0.38,0.332,14.6,54.2,17.4,13.0,6.9
2024-06-19 00:00:00,0.32,0.328,12.8,53.0,18.8,13.8,7.1
2024-06-19 01:00:00,0.22,0.352,11.0,49.7,18.6,14.6,7.1
2024-06-19 02:00:00,0.24,0.339,10.7,51.2,19.2,15.5,7.2
2024-06-19 03:00:00,0.26,0.341,6.9,61.9,16.5,13.7,6.8
2024-06-19 04:00:00,0.22,0.306,4.9,72.9,14.4,9.4,7.1
2024-06-19 05:00:00,0.19,0.29,6.1,77.0,8.9,6.9,7.4
2024-06-19 06:00:00,0.2,0.344,14.4,65.6,9.0,7.1,7.6
2024-06-19 07:00:00,0.43,0.346,18.7,65.6,8.8,5.6,7.3
2024-06-19 08:00:00,0.2,0.308,8.6,82.4,7.5,4.8,7.2
2024-06-19 09:00:00,0.12,0.307,4.8,90.2,8.7,5.3,6.9
2024-06-19 10:00:00,0.1,0.304,4.1,88.8,17.5,6.9,6.9
2024-06-19 11:00:00,0.11,0.294,4.5,83.0,14.7,7.6,6.5
2024-06-19 12:00:00,0.13,0.299,4.7,75.7,13.0,8.7,6.4
2024-06-19 13:00:00,0.09,0.303,3.9,69.0,15.5,11.6,6.0
2024-06-19 14:00:00,0.1,0.262,3.4,76.8,8.8,6.9,5.2
2024-06-19 15:00:00,0.13,0.143,4.4,80.1,6.4,4.8,6.7
2024-06-19 16:00:00,0.14,0.213,5.3,82.1,5.2,4.0,6.5
2024-06-19 17:00:00,0.12,0.195,3.2,83.1,5.5,4.3,6.5
2024-06-19 18:00:00,0.24,0.229,3.6,84.1,7.3,5.9,6.6
2024-06-19 19:00:00,0.13,0.222,3.7,78.8,7.4,6.2,6.9
2024-06-19 20:00:00,0.12,0.192,5.6,62.9,8.7,7.3,5.9
2024-06-19 21:00:00,0.14,0.175,8.8,53.7,9.4,8.1,6.0
2024-06-19 22:00:00,0.14,0.194,4.5,48.1,8.8,7.6,6.2
2024-06-19 23:00:00,0.12,0.205,3.6,47.6,10.0,8.7,6.1
2024-06-20 00:00:00,0.13,0.226,3.0,43.8,11.5,9.7,6.0
2024-06-20 01:00:00,0.13,0.247,2.5,47.3,11.9,9.3,5.6
2024-06-20 02:00:00,0.12,0.249,2.6,51.2,11.6,9.0,5.4
2024-06-20 03:00:00,0.1,0.256,2.0,54.0,10.8,8.6,5.3
2024-06-20 04:00:00,0.08,0.251,2.3,51.5,10.6,8.4,5.5
2024-06-20 05:00:00,0.09,0.26,2.7,50.1,10.8,8.6,4.9
2024-06-20 06:00:00,0.09,0.264,4.2,49.0,11.9,9.4,5.2
2024-06-20 07:00:00,0.16,0.273,7.2,48.1,12.6,9.8,4.9
2024-06-20 08:00:00,0.24,0.258,4.3,58.4,13.0,9.0,5.0
2024-06-20 09:00:00,0.13,0.246,2.8,67.4,11.8,7.2,5.1
2024-06-20 10:00:00,0.09,0.253,3.3,69.9,21.6,7.6,4.7
2024-06-20 11:00:00,0.1,0.266,2.7,73.0,14.4,6.6,5.0
2024-06-20 12:00:00,0.09,0.251,2.5,76.2,12.8,6.4,4.8
2024-06-20 13:00:00,0.11,0.26,2.8,78.1,15.3,6.3,5.1
2024-06-20 14:00:00,0.08,0.261,2.7,78.9,14.5,6.2,4.8
2024-06-20 15:00:00,0.1,0.263,3.7,77.6,21.4,7.3,4.9
2024-06-20 16:00:00,0.14,0.265,3.5,80.9,17.1,6.9,4.5
2024-06-20 17:00:00,0.1,0.256,4.1,83.4,13.7,6.7,4.3
2024-06-20 18:00:00,0.1,0.276,4.0,83.9,11.9,6.8,4.6
2024-06-20 19:00:00,0.1,0.26,4.6,83.9,12.8,7.4,4.6
2024-06-20 20:00:00,0.11,0.27,9.9,73.7,14.5,8.0,5.5
2024-06-20 21:00:00,0.23,0.301,20.0,59.4,15.0,9.1,5.4
2024-06-20 22:00:00,0.43,0.343,27.2,37.0,14.8,10.4,5.5
2024-06-20 23:00:00,0.43,0.297,18.7,37.8,14.1,11.1,5.3
2024-06-21 00:00:00,0.41,0.291,16.4,26.7,13.7,10.9,4.5
2024-06-21 01:00:00,0.42,0.301,14.3,20.1,12.8,10.4,5.0
2024-06-21 02:00:00,0.33,0.295,8.5,18.8,12.5,10.4,4.7
2024-06-21 03:00:00,0.34,0.284,8.3,13.1,12.7,10.8,4.9
2024-06-21 04:00:00,0.37,0.312,10.0,6.8,12.9,11.1,4.5
2024-06-21 05:00:00,0.49,0.324,12.5,6.6,14.7,11.9,4.3
2024-06-21 06:00:00,0.52,0.34,21.7,20.7,17.4,13.4,4.9
2024-06-21 07:00:00,0.44,0.336,25.2,36.4,19.5,11.6,5.4
2024-06-21 08:00:00,0.28,0.287,10.5,65.1,17.0,8.5,6.1
2024-06-21 09:00:00,0.14,0.256,4.6,75.8,17.0,8.1,5.1
2024-06-21 10:00:00,0.12,0.258,3.4,82.1,18.8,7.7,5.2
2024-06-21 11:00:00,0.11,0.256,3.3,84.7,12.9,7.2,5.1
2024-06-21 12:00:00,0.1,0.264,3.0,87.8,13.3,7.1,5.2
2024-06-21 13:00:00,0.09,0.271,2.9,92.5,18.4,7.7,5.2
2024-06-21 14:00:00,0.16,0.255,3.4,96.2,15.6,7.4,5.9
2024-06-21 15:00:00,0.09,0.266,3.6,100.2,24.6,8.1,5.3
2024-06-21 16:00:00,0.09,0.27,3.9,99.2,16.1,7.6,5.8
2024-06-21 17:00:00,0.11,0.279,3.3,99.5,17.1,7.9,5.9
2024-06-21 18:00:00,0.13,0.278,3.4,97.7,28.8,9.4,6.2
2024-06-21 19:00:00,0.16,0.294,4.4,95.0,16.5,8.0,5.8
2024-06-21 20:00:00,0.25,0.287,4.4,86.1,18.0,8.2,5.8
2024-06-21 21:00:00,0.2,0.296,6.8,81.8,16.8,9.1,5.7
2024-06-21 22:00:00,0.23,0.317,8.9,76.7,18.4,9.5,8.3
2024-06-21 23:00:00,0.29,0.298,7.5,72.1,19.7,9.9,6.5
2024-06-22 00:00:00,0.26,0.31,7.1,67.1,25.5,11.1,6.3
2024-06-22 01:00:00,0.27,0.304,9.4,61.6,18.9,11.0,7.2
2024-06-22 02:00:00,0.28,0.264,12.4,58.5,18.0,10.6,6.8
2024-06-22 03:00:00,0.19,0.254,7.6,62.1,17.2,10.7,6.6
2024-06-22 04:00:00,0.22,0.231,8.2,62.2,19.3,13.3,6.8
2024-06-22 05:00:00,0.23,0.261,9.3,64.8,23.6,16.4,3.8
2024-06-22 06:00:00,0.26,0.264,8.4,67.2,22.9,16.7,6.5
2024-06-22 07:00:00,0.24,0.257,13.4,64.0,25.4,16.2,7.3
2024-06-22 08:00:00,0.24,0.272,16.2,62.1,26.3,15.7,7.7
2024-06-22 09:00:00,0.37,0.264,21.6,51.9,22.6,18.0,7.5
2024-06-22 10:00:00,0.3,0.195,12.5,55.3,20.6,17.9,7.9
2024-06-22 11:00:00,0.32,0.358,12.2,57.5,17.0,14.8,7.6
2024-06-22 12:00:00,0.25,0.317,7.4,64.6,16.3,14.3,7.6
2024-06-22 13:00:00,0.27,0.307,7.9,69.9,22.1,18.5,8.1
2024-06-22 14:00:00,0.31,0.293,7.4,78.8,20.9,15.9,7.7
2024-06-22 15:00:00,0.22,0.331,6.2,86.8,15.9,11.1,7.1
2024-06-22 16:00:00,0.15,0.161,4.4,92.0,15.1,8.8,7.6
2024-06-22 17:00:00,0.12,0.148,4.0,91.7,13.8,7.5,7.8
2024-06-22 18:00:00,0.11,0.194,2.9,83.6,11.3,6.0,7.6
2024-06-22 19:00:00,0.15,0.234,3.5,73.8,9.9,5.3,7.4
2024-06-22 20:00:00,0.13,0.232,3.1,68.3,5.4,4.2,7.4
2024-06-22 21:00:00,0.12,0.154,3.2,56.4,6.2,5.1,7.0
2024-06-22 22:00:00,0.13,0.218,2.5,62.9,6.5,5.3,7.3
2024-06-22 23:00:00,0.1,0.242,2.3,66.1,8.0,6.5,7.1
2024-06-23 00:00:00,0.09,0.23,2.5,64.8,8.9,7.1,6.9
2024-06-23 01:00:00,0.11,0.233,3.3,52.3,10.1,7.9,7.3
2024-06-23 02:00:00,0.12,0.22,3.5,45.0,11.1,8.9,6.8
2024-06-23 03:00:00,0.12,0.234,3.3,47.1,12.6,9.9,6.7
2024-06-23 04:00:00,0.12,0.24,2.6,48.4,13.8,10.5,7.2
2024-06-23 05:00:00,0.12,0.235,2.8,49.2,14.9,11.3,7.1
2024-06-23 06:00:00,0.12,0.24,3.2,56.1,14.2,10.8,6.7
2024-06-23 07:00:00,0.1,0.217,2.8,57.2,12.5,9.7,6.6
