time,C6H6,CO,NO2,O3,PM10,PM25,SO2
2024-01-15 05:00:00,0.35,0.328,5.8,52.3,12.9,12.3,11.6
2024-01-15 06:00:00,0.42,0.35,8.6,46.6,14.6,14.1,11.8
2024-01-15 07:00:00,0.51,0.373,13.3,40.6,14.6,14.0,12.0
2024-01-15 08:00:00,0.51,0.38,18.7,33.3,14.5,14.0,12.1
2024-01-15 09:00:00,0.54,0.35,13.8,42.2,12.1,11.4,12.4
2024-01-15 10:00:00,0.41,0.324,10.0,55.8,10.4,9.3,12.4
2024-01-15 11:00:00,0.47,0.331,10.7,57.4,11.3,10.3,12.5
2024-01-15 12:00:00,0.55,0.329,8.7,59.1,11.2,10.3,12.5
2024-01-15 13:00:00,0.48,0.327,10.1,59.7,11.1,9.9,12.5
2024-01-15 14:00:00,0.5,0.321,10.0,60.4,10.4,9.4,12.5
2024-01-15 15:00:00,0.41,0.312,9.0,61.8,9.5,8.2,12.3
2024-01-15 16:00:00,0.49,0.315,9.0,57.4,7.4,6.3,12.5
2024-01-15 17:00:00,0.4,0.296,6.1,56.9,6.6,5.6,12.3
2024-01-15 18:00:00,0.4,0.29,5.3,56.7,6.5,5.4,12.1
2024-01-15 19:00:00,0.38,0.293,5.7,58.0,7.5,6.3,12.2
2024-01-15 20:00:00,0.42,0.297,5.4,59.3,7.8,6.6,11.8
2024-01-15 21:00:00,0.4,0.297,4.6,61.4,7.2,6.1,11.8
2024-01-15 22:00:00,0.44,0.288,3.3,67.8,6.9,5.8,11.6
2024-01-15 23:00:00,0.34,0.28,3.2,71.2,6.1,5.1,11.4
2024-01-16 00:00:00,0.3,0.284,2.7,72.4,6.9,5.5,10.6
2024-01-16 01:00:00,0.27,0.266,2.4,75.3,6.2,5.0,9.8
2024-01-16 02:00:00,0.23,0.252,1.9,77.7,5.5,4.4,9.9
2024-01-16 03:00:00,0.21,0.264,1.9,76.8,5.7,4.5,9.3
2024-01-16 04:00:00,0.22,0.259,2.1,76.4,5.6,4.5,9.7
2024-01-16 05:00:00,0.22,0.247,2.1,76.6,5.5,4.4,9.2
2024-01-16 06:00:00,0.22,0.25,3.1,75.4,5.5,4.4,9.4
2024-01-16 07:00:00,0.26,0.252,3.5,74.2,5.7,4.6,9.1
2024-01-16 08:00:00,0.31,0.274,5.9,71.7,5.7,4.6,9.2
2024-01-16 09:00:00,0.32,0.272,6.2,71.4,5.7,4.6,8.8
2024-01-16 10:00:00,0.3,0.264,4.1,72.8,6.4,5.4,8.6
2024-01-16 11:00:00,0.34,0.287,4.6,72.1,6.9,5.8,8.6
2024-01-16 12:00:00,0.36,0.284,4.6,72.4,6.8,5.7,8.3
2024-01-16 13:00:00,0.37,0.287,5.8,71.4,7.1,6.1,8.4
2024-01-16 14:00:00,0.42,0.307,5.6,71.9,7.0,5.9,7.7
2024-01-16 15:00:00,0.46,0.286,6.7,71.0,7.5,6.4,7.9
2024-01-16 16:00:00,0.49,0.316,9.1,68.5,8.6,7.6,8.0
2024-01-16 17:00:00,0.65,0.321,13.3,63.8,10.3,9.2,7.7
2024-01-16 18:00:00,1.04,0.514,37.7,40.5,18.4,17.1,8.4
2024-01-16 19:00:00,2.47,0.54,34.7,43.0,23.4,22.4,8.5
2024-01-16 20:00:00,1.4,0.499,29.8,44.7,20.7,19.9,8.0
2024-01-16 21:00:00,2.2,0.642,38.4,37.9,29.6,29.0,9.2
2024-01-16 22:00:00,1.95,0.556,42.8,31.7,23.6,22.8,8.5
2024-01-16 23:00:00,1.94,0.578,40.2,31.5,28.4,28.1,7.9
2024-01-17 00:00:00,2.11,0.558,37.0,27.6,28.8,28.6,6.1
2024-01-17 01:00:00,2.19,0.667,42.6,17.9,34.0,34.0,7.9
2024-01-17 02:00:00,2.75,0.682,49.3,14.8,39.4,39.4,9.3
2024-01-17 03:00:00,2.26,0.496,30.0,34.1,30.7,29.8,9.5
2024-01-17 04:00:00,1.44,0.353,14.7,52.8,20.3,19.4,9.3
2024-01-17 05:00:00,0.96,0.319,9.5,59.3,16.8,16.2,9.5
2024-01-17 06:00:00,0.88,0.354,12.8,54.4,21.2,20.7,9.8
2024-01-17 07:00:00,1.27,0.471,23.9,44.6,28.5,26.7,11.7
2024-01-17 08:00:00,1.58,0.525,34.3,30.8,35.6,33.6,9.5
2024-01-17 09:00:00,1.81,0.521,34.4,29.8,37.4,35.7,9.7
2024-01-17 10:00:00,1.79,0.511,27.9,35.6,37.6,37.0,9.7
2024-01-17 11:00:00,1.63,0.456,19.7,44.8,32.4,32.1,10.1
2024-01-17 12:00:00,1.19,0.443,17.6,49.6,29.6,28.8,10.2
2024-01-17 13:00:00,1.31,0.473,19.0,49.8,33.3,32.4,11.1
2024-01-17 14:00:00,1.63,0.507,21.8,49.5,34.4,33.7,12.0
2024-01-17 15:00:00,1.55,0.476,28.4,31.8,33.3,33.0,11.7
2024-01-17 16:00:00,2.37,0.574,33.6,31.7,35.6,35.6,14.1
2024-01-17 17:00:00,1.93,0.595,35.8,32.8,40.4,40.4,13.8
2024-01-17 18:00:00,2.27,0.589,26.9,39.6,43.4,43.4,13.3
2024-01-17 19:00:00,2.23,0.561,22.8,42.4,41.5,41.5,12.4
2024-01-17 20:00:00,2.16,0.56,21.1,45.0,38.0,38.0,12.5
2024-01-17 21:00:00,2.01,0.516,17.4,49.2,34.9,34.9,13.0
2024-01-17 22:00:00,1.8,0.5,15.9,52.5,31.0,31.0,13.4
2024-01-17 23:00:00,1.65,0.468,13.2,55.9,29.2,29.2,13.1
2024-01-18 00:00:00,1.65,0.456,11.1,57.5,28.9,28.9,13.8
2024-01-18 01:00:00,1.69,0.459,10.8,58.5,28.2,28.2,14.0
2024-01-18 02:00:00,1.64,0.459,11.2,57.4,27.8,27.5,14.4
2024-01-18 03:00:00,1.56,0.474,11.6,55.3,27.7,27.5,14.6
2024-01-18 04:00:00,1.64,0.545,29.6,37.8,30.9,30.6,14.2
2024-01-18 05:00:00,1.72,0.54,31.3,32.7,32.1,32.0,13.8
2024-01-18 06:00:00,1.84,0.552,22.1,34.5,31.0,30.9,13.0
2024-01-18 07:00:00,1.9,0.581,24.3,33.8,32.7,32.7,14.5
2024-01-18 08:00:00,2.03,0.587,27.2,29.0,33.8,33.8,13.4
2024-01-18 09:00:00,2.17,0.547,20.2,35.0,38.2,38.2,13.4
2024-01-18 10:00:00,2.26,0.577,19.7,35.4,43.2,43.2,14.1
2024-01-18 11:00:00,2.29,0.581,19.7,36.8,44.2,44.2,14.9
2024-01-18 12:00:00,2.2,0.559,18.6,41.6,43.8,43.8,14.8
2024-01-18 13:00:00,1.99,0.518,17.8,46.9,39.0,39.0,14.4
2024-01-18 14:00:00,1.78,0.472,16.9,49.8,32.0,31.6,13.9
2024-01-18 15:00:00,1.43,0.473,18.0,50.6,32.7,32.3,13.5
2024-01-18 16:00:00,1.61,0.481,20.2,49.1,33.0,32.4,13.5
2024-01-18 17:00:00,1.76,0.515,27.9,41.5,32.3,31.4,12.8
2024-01-18 18:00:00,1.52,0.553,36.3,32.0,31.8,30.4,12.5
2024-01-18 19:00:00,2.42,0.748,43.8,25.9,42.8,42.2,12.7
2024-01-18 20:00:00,2.73,0.598,30.2,34.2,41.3,40.7,12.1
2024-01-18 21:00:00,1.94,0.492,18.5,47.1,31.6,31.0,11.2
2024-01-18 22:00:00,1.73,0.466,13.5,51.3,28.2,27.7,10.6
2024-01-18 23:00:00,1.5,0.443,10.5,53.2,25.8,25.3,10.3
2024-01-19 00:00:00,1.28,0.4,8.1,56.0,22.2,21.7,10.5
2024-01-19 01:00:00,0.97,0.378,7.0,56.1,20.4,19.8,10.5
2024-01-19 02:00:00,0.86,0.392,7.6,54.0,20.9,20.5,10.4
2024-01-19 03:00:00,1.05,0.39,9.4,53.7,21.3,20.8,10.6
2024-01-19 04:00:00,0.7,0.349,7.0,57.3,18.2,17.7,9.8
2024-01-19 05:00:00,0.55,0.343,7.0,57.1,16.8,16.2,9.3
2024-01-19 06:00:00,0.47,0.326,7.3,57.1,16.4,15.8,9.6
2024-01-19 07:00:00,0.48,0.367,13.6,50.2,18.5,17.9,9.6
2024-01-19 08:00:00,0.75,0.432,30.7,33.9,21.4,20.4,10.0
2024-01-19 09:00:00,1.11,0.447,36.2,29.1,24.3,23.7,12.8
2024-01-19 10:00:00,0.91,0.419,31.0,35.4,26.8,26.2,18.5
2024-01-19 11:00:00,0.88,0.387,12.7,50.6,23.4,22.9,10.1
2024-01-19 12:00:00,0.81,0.4,13.2,50.1,24.3,23.8,9.8
2024-01-19 13:00:00,0.88,0.404,13.2,51.7,23.5,23.0,9.6
2024-01-19 14:00:00,0.87,0.38,13.0,55.3,20.6,20.1,9.1
2024-01-19 15:00:00,0.74,0.372,13.4,56.0,18.6,18.0,8.4
2024-01-19 16:00:00,0.8,0.389,16.7,52.9,19.8,19.4,8.7
2024-01-19 17:00:00,0.77,0.369,13.5,55.7,18.1,17.5,7.6
2024-01-19 18:00:00,0.69,0.371,12.8,55.3,19.2,18.5,8.1
2024-01-19 19:00:00,0.79,0.41,15.0,51.1,22.4,21.8,8.0
2024-01-19 20:00:00,1.05,0.431,17.0,48.6,22.9,22.3,8.0
2024-01-19 21:00:00,1.0,0.4,13.2,53.5,20.3,19.5,7.7
2024-01-19 22:00:00,0.96,0.397,11.1,55.3,20.1,19.4,8.2
2024-01-19 23:00:00,1.06,0.392,10.2,55.7,18.9,17.9,8.3
2024-01-20 00:00:00,0.77,0.377,9.2,56.4,19.0,17.8,7.8
2024-01-20 01:00:00,0.78,0.395,8.6,55.7,19.7,19.1,7.8
2024-01-20 02:00:00,0.83,0.397,10.5,51.3,20.7,20.3,7.3
2024-01-20 03:00:00,0.81,0.39,11.3,48.3,20.9,20.7,7.7
2024-01-20 04:00:00,0.77,0.401,12.1,47.2,22.2,22.1,7.7
2024-01-20 05:00:00,0.66,0.379,9.6,50.7,20.1,19.9,7.8
2024-01-20 06:00:00,0.46,0.376,9.2,50.9,16.2,15.8,9.4
2024-01-20 07:00:00,0.45,0.372,10.5,50.2,15.8,15.3,7.2
2024-01-20 08:00:00,0.43,0.358,8.5,52.4,20.2,19.6,7.8
2024-01-20 09:00:00,0.42,0.363,8.5,52.3,20.9,20.3,7.4
2024-01-20 10:00:00,0.44,0.368,8.8,52.1,21.4,20.7,7.2
2024-01-20 11:00:00,0.48,0.37,9.7,52.2,22.0,21.3,7.3
2024-01-20 12:00:00,0.53,0.37,9.7,52.8,21.4,20.9,7.2
2024-01-20 13:00:00,0.53,0.367,9.4,52.9,18.9,18.2,6.7
2024-01-20 14:00:00,0.5,0.356,9.1,56.2,12.7,12.1,6.9
2024-01-20 15:00:00,0.44,0.349,7.7,57.9,10.1,9.4,5.9
2024-01-20 16:00:00,0.48,0.368,7.6,57.8,9.1,8.4,6.8
2024-01-20 17:00:00,0.5,0.357,7.2,61.4,7.4,6.6,6.2
2024-01-20 18:00:00,0.49,0.347,6.6,67.4,6.9,6.0,6.3
2024-01-20 19:00:00,0.43,0.338,5.8,68.6,6.0,5.0,5.7
2024-01-20 20:00:00,0.37,0.318,4.4,68.0,5.8,4.9,5.2
2024-01-20 21:00:00,0.34,0.327,4.5,67.0,7.1,6.0,5.2
2024-01-20 22:00:00,0.35,0.323,4.1,67.4,7.4,6.3,5.1
2024-01-20 23:00:00,0.36,0.348,8.4,60.1,8.0,6.9,4.9
2024-01-21 00:00:00,0.4,0.357,6.1,61.0,9.1,7.9,4.8
2024-01-21 01:00:00,0.55,0.37,5.0,60.2,11.3,10.3,4.3
2024-01-21 02:00:00,0.65,0.366,4.9,59.5,11.9,11.1,4.5
2024-01-21 03:00:00,0.53,0.365,6.3,56.1,14.6,12.9,4.4
2024-01-21 04:00:00,0.57,0.37,11.2,49.5,15.7,14.7,4.2
2024-01-21 05:00:00,0.72,0.413,15.6,42.6,21.2,17.9,4.2
2024-01-21 06:00:00,0.69,0.414,17.7,41.2,16.3,15.7,4.6
2024-01-21 07:00:00,0.85,0.482,22.2,36.7,17.4,16.9,4.4
2024-01-21 08:00:00,1.02,0.453,20.5,40.2,16.9,16.3,4.1
2024-01-21 09:00:00,1.52,0.446,19.6,42.1,17.8,17.2,4.6
2024-01-21 10:00:00,1.15,0.416,11.7,50.4,17.2,16.7,5.0
2024-01-21 11:00:00,0.97,0.451,11.7,44.9,20.2,19.8,4.8
2024-01-21 12:00:00,1.19,0.465,11.2,41.0,24.7,24.6,4.3
2024-01-21 13:00:00,1.27,0.508,14.5,37.7,28.8,28.8,4.9
2024-01-21 14:00:00,1.32,0.496,15.4,40.1,29.1,28.7,5.1
2024-01-21 15:00:00,1.33,0.487,16.0,44.2,33.8,33.2,5.1
2024-01-21 16:00:00,1.28,0.471,15.6,50.4,35.3,34.9,5.4
2024-01-21 17:00:00,1.29,0.493,17.7,48.8,39.5,39.2,6.0
2024-01-21 18:00:00,1.3,0.505,17.1,49.4,39.9,39.8,5.9
2024-01-21 19:00:00,1.54,0.515,18.3,48.0,38.0,38.0,7.0
2024-01-21 20:00:00,1.62,0.495,15.4,50.1,33.1,33.0,6.9
2024-01-21 21:00:00,1.25,0.485,14.7,50.2,29.5,29.5,6.0
2024-01-21 22:00:00,1.24,0.488,12.5,52.8,28.8,28.8,7.1
2024-01-21 23:00:00,1.26,0.488,12.4,54.4,28.7,28.5,8.9
2024-01-22 00:00:00,1.24,0.494,11.6,55.9,29.6,29.5,9.5
2024-01-22 01:00:00,1.31,0.498,11.5,55.5,30.8,30.7,10.0
2024-01-22 02:00:00,1.35,0.496,12.0,56.0,29.7,29.3,10.1
2024-01-22 03:00:00,1.31,0.484,11.4,56.6,27.7,27.4,9.6
2024-01-22 04:00:00,1.21,0.448,9.9,59.0,22.5,22.0,9.4
2024-01-22 05:00:00,1.02,0.411,9.3,60.9,19.2,18.5,8.6
2024-01-22 06:00:00,0.93,0.418,11.0,58.4,18.4,17.5,9.2
2024-01-22 07:00:00,0.99,0.431,13.5,55.6,18.0,17.2,9.4
2024-01-22 08:00:00,1.15,0.44,16.0,54.2,18.6,17.8,9.3
2024-01-22 09:00:00,1.09,0.438,14.6,55.1,18.4,17.4,9.1
2024-01-22 10:00:00,1.01,0.435,15.2,56.0,18.9,17.9,9.6
2024-01-22 11:00:00,0.96,0.443,14.6,58.8,18.7,17.5,10.0
2024-01-22 12:00:00,1.02,0.456,17.2,58.6,19.3,17.9,9.6
2024-01-22 13:00:00,1.04,0.449,16.0,62.1,18.7,17.1,10.0
2024-01-22 14:00:00,0.95,0.441,17.3,62.8,17.8,16.1,10.3
2024-01-22 15:00:00,1.06,0.46,22.1,59.5,17.6,15.8,11.7
2024-01-22 16:00:00,1.12,0.474,24.6,56.6,19.0,17.0,11.9
2024-01-22 17:00:00,0.99,0.462,24.5,55.7,17.6,15.7,11.4
2024-01-22 18:00:00,1.02,0.47,21.7,57.0,19.7,17.7,11.0
2024-01-22 19:00:00,1.1,0.47,22.4,53.9,20.1,19.1,12.6
2024-01-22 20:00:00,1.09,0.446,19.5,54.5,18.8,18.0,11.7
2024-01-22 21:00:00,0.91,0.449,22.1,50.5,19.8,18.8,14.1
2024-01-22 22:00:00,0.88,0.437,22.9,47.7,19.1,18.4,15.3
2024-01-22 23:00:00,0.89,0.435,14.8,53.8,17.9,17.4,11.3
2024-01-23 00:00:00,0.87,0.423,9.2,57.1,18.4,17.9,9.6
2024-01-23 01:00:00,0.95,0.426,8.6,54.0,19.4,19.1,8.9
2024-01-23 02:00:00,0.82,0.414,8.1,52.6,19.6,19.2,8.8
2024-01-23 03:00:00,0.69,0.416,8.3,50.8,19.0,18.5,9.1
2024-01-23 04:00:00,0.74,0.402,8.1,52.6,17.0,16.4,8.1
2024-01-23 05:00:00,0.51,0.394,7.1,55.3,14.8,14.0,10.0
2024-01-23 06:00:00,0.43,0.37,7.9,56.7,14.1,13.0,8.2
2024-01-23 07:00:00,0.46,0.38,10.0,54.3,14.2,13.0,7.9
2024-01-23 08:00:00,0.6,0.419,13.7,50.6,14.3,13.0,8.1
2024-01-23 09:00:00,0.49,0.382,11.3,52.8,14.4,13.2,7.7
2024-01-23 10:00:00,0.42,0.381,9.7,54.8,15.6,14.4,7.6
2024-01-23 11:00:00,0.46,0.377,9.5,57.2,16.1,14.9,7.3
2024-01-23 12:00:00,0.4,0.368,9.5,58.2,16.4,15.0,7.1
2024-01-23 13:00:00,0.55,0.382,11.1,60.1,16.5,15.0,7.7
2024-01-23 14:00:00,0.49,0.387,11.4,63.0,14.7,13.0,7.6
2024-01-23 15:00:00,0.58,0.405,13.3,61.5,14.9,13.4,7.5
2024-01-23 16:00:00,0.69,0.408,15.4,58.6,14.2,12.9,6.8
2024-01-23 17:00:00,0.62,0.404,14.7,57.1,13.9,13.0,7.0
2024-01-23 18:00:00,0.61,0.378,9.9,60.3,12.3,11.5,7.0
2024-01-23 19:00:00,0.47,0.365,8.3,61.2,11.4,10.5,6.5
2024-01-23 20:00:00,0.48,0.358,6.8,62.8,12.1,11.1,6.6
2024-01-23 21:00:00,0.45,0.353,5.6,64.5,12.1,11.1,6.1
2024-01-23 22:00:00,0.45,0.357,5.3,64.7,12.9,11.5,6.5
2024-01-23 23:00:00,0.49,0.373,5.4,64.1,14.4,12.8,6.3
2024-01-24 00:00:00,0.49,0.357,4.6,63.7,15.0,12.9,6.6
2024-01-24 01:00:00,0.43,0.37,4.4,63.7,15.6,13.1,6.1
2024-01-24 02:00:00,0.41,0.354,4.9,60.9,14.7,12.4,6.6
2024-01-24 03:00:00,0.4,0.364,8.0,55.7,14.5,12.4,6.9
2024-01-24 04:00:00,0.42,0.378,9.0,53.5,16.0,14.1,7.3
2024-01-24 05:00:00,0.45,0.378,7.5,55.0,15.6,14.0,7.5
2024-01-24 06:00:00,0.44,0.383,9.5,52.8,15.1,13.8,7.7
2024-01-24 07:00:00,0.53,0.404,12.1,51.0,14.9,13.7,8.5
2024-01-24 08:00:00,0.88,0.411,12.8,52.7,12.3,11.6,8.2
2024-01-24 09:00:00,0.75,0.39,11.7,55.1,9.8,9.1,8.2
2024-01-24 10:00:00,0.63,0.411,16.7,47.9,9.9,9.1,9.1
2024-01-24 11:00:00,0.67,0.431,21.0,41.9,9.1,8.3,9.1
2024-01-24 12:00:00,0.71,0.423,13.9,46.8,9.8,9.0,9.1
2024-01-24 13:00:00,0.63,0.427,12.3,46.5,12.5,11.8,8.9
2024-01-24 14:00:00,0.76,0.399,10.3,50.7,10.0,9.2,9.4
2024-01-24 15:00:00,0.44,0.389,10.6,55.4,9.0,8.0,9.9
2024-01-24 16:00:00,0.41,0.375,8.1,66.5,8.2,7.1,9.6
2024-01-24 17:00:00,0.29,0.375,8.5,67.4,7.7,6.6,9.6
2024-01-24 18:00:00,0.39,0.376,7.9,64.9,8.3,7.3,9.8
2024-01-24 19:00:00,0.39,0.376,7.1,66.9,8.3,7.3,9.5
2024-01-24 20:00:00,0.37,0.368,5.6,69.2,7.4,6.4,9.2
2024-01-24 21:00:00,0.34,0.355,4.1,70.7,6.4,5.5,9.3
2024-01-24 22:00:00,0.28,0.347,3.3,74.0,5.7,4.7,9.8
2024-01-24 23:00:00,0.24,0.343,2.7,74.6,5.1,4.1,9.4
2024-01-25 00:00:00,0.23,0.344,2.1,76.0,5.0,4.0,9.2
2024-01-25 01:00:00,0.22,0.34,2.1,75.9,4.8,3.7,9.3
2024-01-25 02:00:00,0.2,0.339,2.0,76.1,4.7,3.7,9.2
2024-01-25 03:00:00,0.2,0.342,2.1,75.7,4.6,3.5,8.8
2024-01-25 04:00:00,0.2,0.337,1.8,75.5,4.7,3.7,8.6
2024-01-25 05:00:00,0.2,0.342,1.8,75.4,5.0,4.0,8.8
2024-01-25 06:00:00,0.2,0.341,2.8,74.1,5.0,4.0,8.7
2024-01-25 07:00:00,0.23,0.345,4.7,72.1,5.2,4.2,8.6
2024-01-25 08:00:00,0.27,0.35,6.3,70.4,5.0,4.0,8.7
2024-01-25 09:00:00,0.29,0.344,6.5,69.4,4.8,3.8,8.1
2024-01-25 10:00:00,0.24,0.343,4.3,60.4,4.6,3.6,8.0
2024-01-25 11:00:00,0.27,0.362,3.7,57.6,5.1,4.1,7.2
2024-01-25 12:00:00,0.32,0.369,4.0,57.8,5.0,4.0,7.1
2024-01-25 13:00:00,0.35,0.359,4.3,59.7,5.2,4.2,7.1
2024-01-25 14:00:00,0.31,0.358,4.1,60.4,5.3,4.3,6.5
2024-01-25 15:00:00,0.32,0.349,3.7,64.7,4.9,3.9,6.3
2024-01-25 16:00:00,0.31,0.346,3.9,62.8,4.9,3.9,6.6
2024-01-25 17:00:00,0.33,0.366,4.3,59.5,5.2,4.2,6.2
2024-01-25 18:00:00,0.33,0.343,3.3,57.2,5.5,4.5,6.1
2024-01-25 19:00:00,0.3,0.343,3.1,59.7,5.8,4.8,6.2
2024-01-25 20:00:00,0.29,0.337,2.6,62.8,5.6,4.6,6.0
2024-01-25 21:00:00,0.28,0.344,2.8,58.7,5.7,4.7,5.9
2024-01-25 22:00:00,0.31,0.355,2.9,55.4,5.4,4.5,5.9
2024-01-25 23:00:00,0.28,0.347,2.7,58.1,5.2,4.2,5.2
2024-01-26 00:00:00,0.27,0.345,2.1,60.6,5.1,4.1,5.3
2024-01-26 01:00:00,0.25,0.345,2.1,62.2,5.2,4.2,5.0
2024-01-26 02:00:00,0.24,0.328,1.9,63.8,5.1,4.1,5.2
2024-01-26 03:00:00,0.23,0.327,1.7,63.2,5.3,4.3,4.8
2024-01-26 04:00:00,0.24,0.338,1.7,63.1,5.3,4.3,5.7
2024-01-26 05:00:00,0.24,0.327,2.2,62.9,5.8,4.8,4.4
2024-01-26 06:00:00,0.24,0.337,5.8,57.6,6.4,5.5,1.0
2024-01-26 07:00:00,0.27,0.353,8.4,57.4,6.9,5.8,3.7
2024-01-26 08:00:00,0.36,0.366,11.1,53.7,7.0,6.0,4.9
2024-01-26 09:00:00,0.33,0.374,10.9,50.6,11.0,10.2,5.0
2024-01-26 10:00:00,0.34,0.385,10.4,50.6,12.2,11.5,4.8
2024-01-26 11:00:00,,0.382,7.8,55.8,9.1,8.2,4.8
2024-01-26 12:00:00,,0.347,5.8,62.3,5.9,4.9,4.8
2024-01-26 13:00:00,,0.359,7.6,61.0,7.1,6.1,5.0
2024-01-26 14:00:00,,0.386,13.5,53.1,11.3,10.4,5.4
2024-01-26 15:00:00,0.24,0.384,11.8,53.6,13.0,12.0,5.5
2024-01-26 16:00:00,0.52,0.435,25.8,38.7,16.1,15.2,6.3
2024-01-26 17:00:00,0.83,0.479,21.4,42.9,21.8,21.1,6.4
2024-01-26 18:00:00,0.85,0.462,21.8,41.2,20.5,19.6,6.3
2024-01-26 19:00:00,0.77,0.446,17.5,44.0,22.0,21.0,6.5
2024-01-26 20:00:00,0.91,0.434,11.7,48.6,23.0,22.1,6.6
2024-01-26 21:00:00,0.99,0.445,11.2,47.3,24.2,23.5,7.1
2024-01-26 22:00:00,0.98,0.453,11.9,45.5,22.9,22.8,7.2
2024-01-26 23:00:00,1.03,0.484,13.8,41.9,22.1,21.8,7.1
2024-01-27 00:00:00,1.12,0.471,14.8,38.6,17.7,17.3,7.0
2024-01-27 01:00:00,1.19,0.452,10.9,45.4,16.6,16.1,7.0
2024-01-27 02:00:00,0.64,0.377,4.1,65.5,9.6,8.6,6.8
2024-01-27 03:00:00,0.28,0.34,2.4,74.0,8.5,7.1,6.9
2024-01-27 04:00:00,0.23,0.342,2.2,74.2,7.9,6.6,7.0
2024-01-27 05:00:00,0.22,0.347,2.4,72.6,7.6,6.5,6.7
2024-01-27 06:00:00,0.33,0.341,2.7,72.2,5.6,4.6,6.5
2024-01-27 07:00:00,0.23,0.344,3.5,70.2,5.2,4.1,6.5
2024-01-27 08:00:00,0.24,0.347,3.9,68.1,5.2,4.2,6.4
2024-01-27 09:00:00,0.27,0.359,4.9,65.9,6.2,5.2,6.4
2024-01-27 10:00:00,0.4,0.38,5.3,60.4,6.9,6.0,6.3
2024-01-27 11:00:00,0.43,0.358,5.9,53.0,6.1,5.2,5.9
2024-01-27 12:00:00,0.38,0.365,4.4,52.1,5.0,4.0,5.7
2024-01-27 13:00:00,0.32,0.355,3.5,50.9,4.4,3.4,5.3
2024-01-27 14:00:00,0.29,0.347,3.7,50.8,4.6,3.6,4.9
2024-01-27 15:00:00,0.3,0.352,3.4,52.0,4.9,3.9,5.1
2024-01-27 16:00:00,0.32,0.345,2.9,52.6,6.0,5.0,4.4
2024-01-27 17:00:00,0.31,0.339,2.9,52.9,6.7,5.7,4.6
2024-01-27 18:00:00,0.31,0.342,3.0,54.0,6.8,5.8,2.1
2024-01-27 19:00:00,0.29,0.345,3.2,55.0,6.9,5.8,3.4
2024-01-27 20:00:00,0.28,0.333,3.1,58.5,7.2,6.0,3.7
2024-01-27 21:00:00,0.26,0.328,2.7,63.6,8.3,6.6,3.8
2024-01-27 22:00:00,0.25,0.333,3.0,63.9,8.7,7.0,3.2
2024-01-27 23:00:00,0.25,0.336,3.7,63.3,10.5,8.7,3.1
2024-01-28 00:00:00,0.29,0.342,4.3,58.6,11.8,10.1,3.3
2024-01-28 01:00:00,0.44,0.381,5.0,52.1,14.8,13.1,3.2
2024-01-28 02:00:00,0.54,0.377,5.4,47.9,15.4,13.6,3.3
2024-01-28 03:00:00,0.49,0.391,5.7,46.4,15.3,13.3,3.1
2024-01-28 04:00:00,0.53,0.376,4.8,46.2,13.9,12.3,2.8
2024-01-28 05:00:00,0.47,0.362,3.6,47.1,12.6,11.1,3.4
2024-01-28 06:00:00,0.44,0.362,4.0,47.9,11.6,10.2,2.8
2024-01-28 07:00:00,0.42,0.358,4.7,50.1,10.7,9.3,2.6
2024-01-28 08:00:00,0.39,0.373,6.4,48.5,11.2,9.7,3.4
2024-01-28 09:00:00,0.41,0.37,5.4,49.0,10.3,8.9,2.9
2024-01-28 10:00:00,0.36,0.371,6.4,47.5,12.2,10.6,3.0
2024-01-28 11:00:00,0.44,0.407,7.8,46.3,12.9,11.0,2.8
2024-01-28 12:00:00,0.46,0.378,6.3,47.0,12.9,11.0,2.7
2024-01-28 13:00:00,0.41,0.39,6.1,48.2,12.8,10.9,2.5
2024-01-28 14:00:00,0.47,0.391,7.0,48.7,12.3,10.6,2.6
2024-01-28 15:00:00,0.48,0.377,5.8,53.3,10.5,9.2,2.5
2024-01-28 16:00:00,0.44,0.374,7.6,54.0,9.4,8.3,2.8
2024-01-28 17:00:00,0.4,0.375,6.9,54.9,11.1,9.9,2.7
2024-01-28 18:00:00,0.64,0.455,16.6,43.9,16.4,15.2,2.6
2024-01-28 19:00:00,0.8,0.4,8.4,52.8,16.3,15.2,2.7
2024-01-28 20:00:00,0.62,0.395,9.0,52.6,17.6,16.4,2.3
2024-01-28 21:00:00,0.53,0.377,6.2,54.4,17.4,16.3,2.5
2024-01-28 22:00:00,0.55,0.41,8.4,49.3,21.6,20.4,2.4
2024-01-28 23:00:00,0.59,0.412,8.4,50.5,21.8,20.7,3.3
2024-01-29 00:00:00,0.55,0.383,8.8,49.8,22.3,21.1,3.9
2024-01-29 01:00:00,0.5,0.371,6.8,53.8,20.0,19.1,2.1
2024-01-29 02:00:00,0.45,0.371,8.0,52.7,20.1,19.3,4.4
2024-01-29 03:00:00,0.44,0.378,4.7,54.0,20.0,19.1,4.8
2024-01-29 04:00:00,0.49,0.379,5.4,51.9,20.6,19.8,2.4
2024-01-29 05:00:00,0.52,0.386,6.5,48.1,20.9,19.9,2.8
2024-01-29 06:00:00,0.59,0.4,10.9,42.5,21.7,20.8,3.0
2024-01-29 07:00:00,0.8,0.447,20.6,34.2,22.9,21.8,3.1
2024-01-29 08:00:00,1.07,0.49,29.7,24.4,25.8,24.6,3.8
2024-01-29 09:00:00,1.01,0.464,20.9,32.7,26.9,25.9,4.1
